,anchor_age,in_icu_at_alert,vasopressor_event_count_24h,vasopressor_active_24h,vasopressor_on_at_alert,mechanical_ventilation_chart_events_24h,mechanical_ventilation_24h,prior_positive_specimens_24h,prior_positive_specimens_7d,lab_wbc_last_24h,lab_wbc_min_24h,lab_wbc_max_24h,lab_wbc_count_24h,lab_platelets_last_24h,lab_platelets_min_24h,lab_platelets_count_24h,lab_creatinine_last_24h,lab_creatinine_max_24h,lab_creatinine_count_24h,lab_lactate_last_24h,lab_lactate_max_24h,lab_lactate_count_24h,vital_heart_rate_last_24h,vital_heart_rate_min_24h,vital_heart_rate_max_24h,vital_heart_rate_count_24h,vital_resp_rate_last_24h,vital_resp_rate_max_24h,vital_resp_rate_count_24h,vital_temperature_c_last_24h,vital_temperature_c_min_24h,vital_temperature_c_max_24h,vital_temperature_c_count_24h,vital_map_last_24h,vital_map_min_24h,vital_map_count_24h,vital_spo2_last_24h,vital_spo2_min_24h,vital_spo2_count_24h
lab_creatinine_count_24h,0.011529760162847657,0.4860109826968396,0.3018270819183291,0.3236672041890152,0.29464078440151154,0.25615480453547196,0.26919189639000407,0.0065863678997408175,-0.009370643566708985,0.01119544464129156,0.018608166387097995,-0.017690220158351186,0.13018809497605058,-0.12977335398697554,-0.14396646838324628,0.7510866855398121,0.06416321463415678,0.09610250794314852,1.0,0.035465235659633686,0.1324508594754132,0.45292442276614864,0.15226136696940337,0.10654723483254565,0.10131894866259276,0.3367838842705438,0.0912513304560673,0.14088568412004276,0.3362644690456849,-0.12460772857396354,-0.24268583187744647,-0.04109024501576897,0.33149272473502056,-0.02147961600345813,-0.08340327820674392,0.32311014015946904,0.1639305139873284,0.06452130624190021,0.33742208412197183
lab_lactate_last_24h,0.01326489540126077,-0.1385292862924546,0.18523363168587112,0.07219264443453709,0.023020731699492848,-0.033466420652439266,-0.05403343586536799,-0.021223407800165323,-0.01626012191644222,-0.01789711239750395,-0.017999252635788048,-0.01789711239750395,-0.029854016862307507,-0.16181854858700936,-0.1656078654489882,0.08436557546385219,0.09191985952896191,0.09907900448587662,0.035465235659633686,1.0,0.9034512022553008,0.23416521047376412,-0.07409831192173846,-0.05776165865443778,-0.07153203813922812,-0.06584064978627437,0.04752311154829493,0.015012786779078722,-0.06689578475264855,-0.16770034519330532,-0.11194006629941433,-0.11641665786778978,-0.012574901599343668,-0.23935429295819846,-0.15597875188151636,-0.06457269564895525,-0.11157756350623785,-0.14089517697746598,-0.07840683704896062
lab_lactate_max_24h,0.021264147196785717,-0.09255321653075424,0.23470657724787916,0.11697485180423849,0.04715876061641588,0.003636304998311883,-0.026209016207680506,-0.02789684412728846,-0.01691949282012446,-0.03492583449765672,-0.03511893146624641,-0.03492583449765672,-0.03825461967429142,-0.1658494004410954,-0.17173827397751096,0.1686135371400641,0.12347110234199465,0.13430768117929115,0.1324508594754132,0.9034512022553008,1.0,0.3870988870877605,-0.09577695726728662,-0.0879982528924501,-0.04987829382508847,-0.027428952274001116,0.025466236732176656,0.009300847895096337,-0.027602613861765275,-0.186518808692599,-0.16821987999714474,-0.152489464963462,0.021875067041993018,-0.2035380623391348,-0.17931098254120031,-0.029091590517198788,-0.08281243725790545,-0.1991528541851796,-0.0450233913207691
lab_lactate_count_24h,0.008752975045978613,0.4519581558045087,0.5383355852103864,0.4837562096876316,0.44762590245585665,0.3343530785733338,0.32389536459465323,0.0009292410644940845,-0.0033724408795027614,0.0319702249572047,0.036923894797191,0.002587957482862596,0.04921762662968401,-0.11826016051159106,-0.12756188292652879,0.4404744192762289,0.06626858767489184,0.08578199126081959,0.45292442276614864,0.23416521047376412,0.3870988870877605,1.0,0.030406332825467012,-0.009031391300467784,0.05874718385621415,0.3015390955162989,0.02148293921645055,0.08321398269818364,0.2983196498197269,-0.04596390986987068,-0.23038875711552942,-0.017221814577470025,0.3455425221361718,-0.13558261036187808,-0.19258017741562972,0.292260323499161,0.013650510666138961,-0.08203922850253206,0.2954765034397074
vital_heart_rate_last_24h,-0.1885158095659328,0.16115088405146105,0.03579171093618366,-0.01004621044612825,0.053129302183541144,0.023636974095972475,0.028854752212356123,0.03239755103491059,0.010362389105061135,0.0532451345631715,-0.001183702841449718,0.0532451345631715,0.013500629303618492,0.05255425832323407,0.043147207622902195,0.17356066279402385,-0.048034517089838955,-0.04363609004084125,0.15226136696940337,-0.07409831192173846,-0.09577695726728662,0.030406332825467012,1.0,0.849249941146614,0.6667741524904918,0.10549335468580166,0.240342176824715,0.2007645817277521,0.10660678602294689,0.15535527782961228,0.07682697157218338,0.16308358117180025,0.13806385836491894,0.19656966542808527,0.1443374136974484,0.1079065717313928,0.08861710019030011,0.06137743276996636,0.1203562717650796
vital_heart_rate_min_24h,-0.12063777000571332,0.057881619974281165,0.013164386546369592,-0.018702212854080524,0.04560102100016591,-0.023506997867933595,-0.04720315235930017,-0.0009499574772806488,0.006265098895593733,0.11010618893260052,0.05740482406096661,0.11010618893260052,0.031177656718779857,0.019664415002456644,0.012856992838433744,0.11404331539168165,-0.028492215207413185,-0.04132843172470334,0.10654723483254565,-0.05776165865443778,-0.0879982528924501,-0.009031391300467784,0.849249941146614,1.0,0.5956393470098407,0.0266063040451379,0.1878012707811241,0.16450210891499722,0.032229960151165124,0.1139396351097986,0.11089825489472967,0.13322086678624592,0.0850804837187035,0.15065738173322582,0.15813274250428294,0.03428922573428906,0.05858992459251529,0.041152174950141764,0.03906726028214166
vital_heart_rate_max_24h,-0.20273710620448895,0.18963209720333654,0.01816249301654896,-0.0036413399383579564,0.016701416702621118,0.07206592414523423,0.10043761975828183,-0.024562574527371313,-0.03854191382598746,-0.012631858960499709,-0.0019955054683562746,-0.012631858960499709,0.04440768436235187,0.11194684857271217,0.10319536223444871,0.08882986717907879,-0.10565626338720834,-0.1029055431909973,0.10131894866259276,-0.07153203813922812,-0.04987829382508847,0.05874718385621415,0.6667741524904918,0.5956393470098407,1.0,0.21912575749609703,0.06702427507446111,0.23744764051799183,0.20497349798772777,0.1576113439822152,0.08204026643167374,0.26851658459849176,0.17903896924669738,0.08353126053112293,0.016852745153503434,0.19515572068560685,-0.014503730896512333,-0.0650483519052815,0.22530415581843544
vital_heart_rate_count_24h,-0.0010941476168918186,0.6615259312652713,0.290916840802648,0.3688661968561455,0.3172023422125233,0.6827757237911432,0.7298857282207618,-0.009923783507925828,-0.021522618647763413,-0.037646046998869594,-0.03653258499795331,-0.040295026695850715,0.04207762620634606,-0.009552180057233508,-0.01488421089829328,0.2843806992068257,0.034385956697728204,0.0441733652817855,0.3367838842705438,-0.06584064978627437,-0.027428952274001116,0.3015390955162989,0.10549335468580166,0.0266063040451379,0.21912575749609703,1.0,0.03320297796540965,0.24920864103763307,0.9912722457535261,0.07288314801843065,-0.13020781883198843,0.2391819924611156,0.8642363671039213,-0.06885554891098848,-0.2731905630678196,0.9473194637567219,0.09975709654898834,-0.06880893806630767,0.9939230208428755
vital_resp_rate_last_24h,-0.08556819732173243,0.12133337460150749,0.01978003982312957,-0.002026224215392645,0.05708806638000196,0.07000391743855287,0.07610791078725133,0.09493492048879303,0.043649116155322215,0.1401208964972675,0.10658308424538862,0.1401208964972675,0.013195506886448775,0.04385196687127295,0.04113908112483884,0.009757001093820133,-0.067975298131798,-0.06997302172400237,0.0912513304560673,0.04752311154829493,0.025466236732176656,0.02148293921645055,0.240342176824715,0.1878012707811241,0.06702427507446111,0.03320297796540965,1.0,0.513899696261277,0.03083668650883677,0.1511101847635653,0.07756024496753812,0.2042665589591088,0.10410654151220641,0.11180801654416059,0.12405257818911851,-0.005680947218801198,0.14843140557518783,0.13706220683411038,0.03559782570702237
vital_resp_rate_max_24h,-0.05797461740286015,0.2750823896024486,0.09629352728850704,0.08439179840967193,0.10534429117003659,0.12675782988021528,0.15760484947895087,0.00682289230936916,-0.029714782923284205,0.1820886136271159,0.2208107549204635,0.1820886136271159,0.006608289791939912,0.03315710333797351,0.029700834776414973,0.04255627131560413,-0.04877599962891042,-0.05083193683163729,0.14088568412004276,0.015012786779078722,0.009300847895096337,0.08321398269818364,0.2007645817277521,0.16450210891499722,0.23744764051799183,0.24920864103763307,0.513899696261277,1.0,0.274265059335034,0.12280349951387579,0.02987884904169167,0.2406791899977778,0.18658104510569826,0.026435394795825965,-0.008301667334910922,0.15609800155992445,0.09087814439698941,0.035799857733293576,0.2605548724629332
vital_resp_rate_count_24h,-0.0009850510881719888,0.6574536634327927,0.29085019438231513,0.3728098581370978,0.31487179251307934,0.6793461181132898,0.7290377493390937,-0.009674612719217626,-0.021146810085896067,-0.0345167123589262,-0.03353566923772951,-0.03816689915115738,0.03939143140145851,-0.009996007522287558,-0.015301149974734876,0.28255383998418615,0.03377865966171707,0.043529297009526624,0.3362644690456849,-0.06689578475264855,-0.027602613861765275,0.2983196498197269,0.10660678602294689,0.032229960151165124,0.20497349798772777,0.9912722457535261,0.03083668650883677,0.274265059335034,1.0,0.068932094784385,-0.13102843163479985,0.22638355880222363,0.8573607770015925,-0.07487113388016832,-0.28167715450098213,0.9438962182810988,0.1136740718698764,-0.0351211555460248,0.9881971916226557
vital_temperature_c_last_24h,-0.2264280505183257,0.08879619121674043,-0.04112749486538801,-0.053712522246795194,-0.021356112821114295,0.23664523726249162,0.2679264990036406,0.01112758184490657,-0.0030678966142860804,-0.41109061281546994,-0.39602638440217197,-0.41109061281546994,0.10577598916430436,0.16652055751743114,0.16826948505989767,-0.06213143575387452,-0.11497097817620645,-0.1266311135916228,-0.12460772857396354,-0.16770034519330532,-0.186518808692599,-0.04596390986987068,0.15535527782961228,0.1139396351097986,0.1576113439822152,0.07288314801843065,0.1511101847635653,0.12280349951387579,0.068932094784385,1.0,0.6664235544358369,0.6929170857173695,0.15991230973007223,0.05164423052277231,0.04840185798188428,0.025843644839583353,0.04367747004740988,0.06865241910896092,0.09807926249969151
vital_temperature_c_min_24h,-0.19942344955523794,-0.10834147374187778,-0.16798538137545738,-0.16238270364290067,-0.17521060777598857,0.054010067461203064,0.07020004842403353,-0.003524733438283815,0.0160640822853633,-0.30152472246764705,-0.30927457709054573,-0.30152472246764705,0.10276641279881675,0.20546045040690689,0.20556501768099372,-0.1726265624876375,-0.12958577348915945,-0.14761197395450704,-0.24268583187744647,-0.11194006629941433,-0.16821987999714474,-0.23038875711552942,0.07682697157218338,0.11089825489472967,0.08204026643167374,-0.13020781883198843,0.07756024496753812,0.02987884904169167,-0.13102843163479985,0.6664235544358369,1.0,0.5272708339399135,-0.11586188039918895,0.08021818922912381,0.15801962427308008,-0.11286661691405582,0.015928791767998985,0.09169640404743283,-0.09614904105342073
vital_temperature_c_max_24h,-0.27376756912666605,0.26311413162735053,0.03729391490723752,0.0024058235594134982,0.02094114367763131,0.3252874403960067,0.3574935211026571,-0.022137272218742593,-0.01758642125235193,-0.1405830707863127,-0.07576682825682567,-0.1405830707863127,0.15416699514728682,0.2129140993082478,0.20674100713155036,-0.07577849802579659,-0.11071980162800675,-0.11475122136982566,-0.04109024501576897,-0.11641665786778978,-0.152489464963462,-0.017221814577470025,0.16308358117180025,0.13322086678624592,0.26851658459849176,0.2391819924611156,0.2042665589591088,0.2406791899977778,0.22638355880222363,0.6929170857173695,0.5272708339399135,1.0,0.3164798776124943,0.03438424079182139,-0.002402270231447979,0.17834763684200702,0.09119532872221373,0.052417766786688705,0.2554363378954612
vital_temperature_c_count_24h,-0.021222852687437142,0.5792398400581977,0.3168526661176076,0.3575484065059441,0.3226776280704466,0.6794103266634586,0.7003734001190204,-0.010761898044315054,-0.01929264848880883,-0.03935671135572567,-0.03882151771720944,-0.04027097479916395,0.033037705998829,-0.029193767459998993,-0.03481094045739165,0.27793404779481606,0.02031576541953818,0.03282249414468909,0.33149272473502056,-0.012574901599343668,0.021875067041993018,0.3455425221361718,0.13806385836491894,0.0850804837187035,0.17903896924669738,0.8642363671039213,0.10410654151220641,0.18658104510569826,0.8573607770015925,0.15991230973007223,-0.11586188039918895,0.3164798776124943,1.0,-0.03853121064698411,-0.1183234294376452,0.8159828227000746,0.0834742795762654,-0.019185170838026858,0.8618079752781883
vital_map_last_24h,-0.17973419031648685,-0.0024534628898089435,-0.22655303924631964,-0.2507985509719228,-0.25432454489625816,-0.1123280671794142,-0.10196773839020072,-0.018892151162467653,-0.055950279915562805,-0.3221837349578322,-0.41833000267240344,-0.3221837349578322,0.03371100658468223,0.11459107251529037,0.11970660472200133,0.007636888391695627,-0.23435186829595986,-0.2334825707162489,-0.02147961600345813,-0.23935429295819846,-0.2035380623391348,-0.13558261036187808,0.19656966542808527,0.15065738173322582,0.08353126053112293,-0.06885554891098848,0.11180801654416059,0.026435394795825965,-0.07487113388016832,0.05164423052277231,0.08021818922912381,0.03438424079182139,-0.03853121064698411,1.0,0.617419987083017,-0.06472687928516327,0.04617943945991846,0.030631275978365225,-0.04150222030652298
vital_map_min_24h,-0.20283555627188923,-0.15505611028582297,-0.2750195487031181,-0.33135398552933787,-0.27155017659724395,-0.15008708055514977,-0.1370747958426244,0.0241751942067791,-9.845736891644558e-05,-0.46318036791817163,-0.4867705068539764,-0.46318036791817163,0.03897977849405516,0.10194313362994951,0.1048637977693516,-0.03896881571706561,-0.261141510151935,-0.26014520361506166,-0.08340327820674392,-0.15597875188151636,-0.17931098254120031,-0.19258017741562972,0.1443374136974484,0.15813274250428294,0.016852745153503434,-0.2731905630678196,0.12405257818911851,-0.008301667334910922,-0.28167715450098213,0.04840185798188428,0.15801962427308008,-0.002402270231447979,-0.1183234294376452,0.617419987083017,1.0,-0.3012719571769118,0.04196872940895296,0.1109859060705109,-0.24510999235382486
vital_map_count_24h,0.001651078638610497,0.6334338518256709,0.2938868647424909,0.3625494417381802,0.3113267035827856,0.665356129276633,0.7041011459006915,-0.013501240672099943,-0.023155212658389095,-0.023242144371953002,-0.022324099056465565,-0.03125967649954351,0.037939465436146784,-0.0015513549296384437,-0.006001583016987564,0.26717371225289355,0.0362402039461727,0.0461056464701684,0.32311014015946904,-0.06457269564895525,-0.029091590517198788,0.292260323499161,0.1079065717313928,0.03428922573428906,0.19515572068560685,0.9473194637567219,-0.005680947218801198,0.15609800155992445,0.9438962182810988,0.025843644839583353,-0.11286661691405582,0.17834763684200702,0.8159828227000746,-0.06472687928516327,-0.3012719571769118,1.0,0.14892412125654636,0.014703312305189339,0.9455674786335351
vital_spo2_last_24h,-0.058921344704691986,0.1544193444361797,0.0464108830878627,0.05469592253856376,0.07402305788153805,0.12154945776256236,0.12021383159279696,0.004520688879763151,0.006530881139010006,0.32513040741917676,0.33679828398103373,0.32513040741917676,0.02500201250862138,0.00244740260037659,0.004905849203298626,0.11768931875768256,0.018931682512431866,0.03297390643853297,0.1639305139873284,-0.11157756350623785,-0.08281243725790545,0.013650510666138961,0.08861710019030011,0.05858992459251529,-0.014503730896512333,0.09975709654898834,0.14843140557518783,0.09087814439698941,0.1136740718698764,0.04367747004740988,0.015928791767998985,0.09119532872221373,0.0834742795762654,0.04617943945991846,0.04196872940895296,0.14892412125654636,1.0,0.7644725774656449,0.12615696697139808
vital_spo2_min_24h,-0.0450362309069972,-0.0029342468087509856,-0.030802687053601407,-0.010733532603286175,-0.026097529921433285,0.08917697750797435,0.09661482343324745,-0.012267962489224358,0.012785516019178848,-0.14413797463253453,-0.2691236913827806,-0.14413797463253453,0.039701168073512795,0.04726072041605285,0.04574932916994456,0.07118854608259344,-0.11030323996291352,-0.10950637360028224,0.06452130624190021,-0.14089517697746598,-0.1991528541851796,-0.08203922850253206,0.06137743276996636,0.041152174950141764,-0.0650483519052815,-0.06880893806630767,0.13706220683411038,0.035799857733293576,-0.0351211555460248,0.06865241910896092,0.09169640404743283,0.052417766786688705,-0.019185170838026858,0.030631275978365225,0.1109859060705109,0.014703312305189339,0.7644725774656449,1.0,-0.046509980621307394
vital_spo2_count_24h,-0.004324513034389919,0.6608378327059453,0.28229533618781016,0.361229631291747,0.30897599616616034,0.6881657262769678,0.7347753734026182,-0.009093374006279764,-0.02067928026418648,-0.04903864660359713,-0.04821655495070333,-0.04714194843124129,0.0386689129081596,-0.009000234813053195,-0.014077938336283466,0.2858832264124622,0.03092794879544205,0.040452724446854854,0.33742208412197183,-0.07840683704896062,-0.0450233913207691,0.2954765034397074,0.1203562717650796,0.03906726028214166,0.22530415581843544,0.9939230208428755,0.03559782570702237,0.2605548724629332,0.9881971916226557,0.09807926249969151,-0.09614904105342073,0.2554363378954612,0.8618079752781883,-0.04150222030652298,-0.24510999235382486,0.9455674786335351,0.12615696697139808,-0.046509980621307394,1.0
